-0.12489869	0.12029465	-0.053159766	-0.07063638	-0.10969006	0.06628151	0.02430738	0.28879163	-0.015647234	0.14507028	-0.27472004	-0.047261313	0.41329908	0.09160579	-0.029477378	0.24937695
-0.46929395	0.5075195	0.18810612	0.19243173	-0.04790145	0.111221835	0.35682222	0.47836995	0.06160647	0.06310738	-0.355133	0.21701266	0.032536764	-0.39695317	-0.1575197	0.47898522
0.08577005	0.02863237	-0.20291446	-0.0629111	-0.016609743	0.09856604	-0.08925238	0.37734357	-0.26064003	-0.018924667	-0.043950155	-0.10600432	0.50787187	0.1592008	-0.0453707	0.0499954
0.0798301	-0.039427448	-0.11435055	-0.2558632	-0.19902368	0.0041760616	-0.09150632	0.14731129	0.0063115302	0.004768847	-0.068102665	-0.18739368	0.36515433	0.19986773	-0.19199644	0.041502684
0.030204222	-0.07613517	0.14134121	0.020220397	-0.071207605	-0.060715556	0.057644103	-0.17112567	0.062624805	0.16779274	-0.38041398	-0.07800225	0.35335082	0.09429937	0.10422697	0.0066659465
0.41082618	-0.2708819	-0.5524652	-0.37561697	0.042919956	0.22438365	-0.5336587	0.37580788	-0.705557	-0.1562624	0.4011079	-0.27955	0.53603417	0.37929994	-0.16934656	-0.35497046
-0.10522506	0.1792485	-0.07927976	-0.021840628	-0.13107976	0.043724537	0.06464199	0.33418202	0.021048225	0.012760224	-0.10834294	0.071711265	0.27141348	-0.05500955	-0.19641937	0.19737029
-0.043068368	0.17648052	-0.045535166	0.17180793	0.122526966	0.16045074	0.07003135	0.19025676	-0.115419865	0.25250998	-0.12924369	0.080755696	0.30895823	-0.06526372	0.117746435	0.1077177
0.5217748	-0.45763883	-0.47818786	-0.24849436	0.13122094	0.10842276	-0.43945876	-0.40447617	-0.48203745	0.3937122	-0.047063373	-0.41582707	0.61830485	0.4489929	0.27816036	-0.45302904
-0.054351773	0.21370603	-0.296867	-0.15233646	-0.0664355	0.15222877	-0.15291435	0.46767184	-0.1200299	-0.011920816	0.19420844	0.107338674	0.2804189	0.01584786	-0.1887738	0.07989643
-0.2677407	0.4641725	-0.41003418	0.18353173	0.38590363	0.42854694	-0.103568085	0.5038007	-0.24441887	0.0675969	0.36936873	0.5247916	0.012519252	-0.43832177	0.034310088	0.21588881
0.08274701	0.10406383	-0.10086899	0.45695168	0.3575467	0.28961846	-0.09510338	-0.22396125	-0.32230556	0.63702756	-0.36804584	0.08579904	0.5088602	-0.051751748	0.54596037	-0.15644819
0.18697628	-0.39831564	0.14965826	-0.1024867	-0.0052330783	-0.12686723	-0.059221476	-0.564833	0.12827912	0.3865907	-0.50731117	-0.36768305	0.37230253	0.29997972	0.24987149	-0.17610407
-0.19862328	0.16721253	0.086353466	-0.0519834	-0.25531802	-0.07713142	0.1837711	0.28862998	0.051530603	-0.040587146	-0.19210052	-0.052331887	0.20720702	-0.083980404	-0.2602142	0.29717368
-0.46751052	0.089474	0.46191826	-0.044509742	-0.3239914	-0.37816712	0.4843133	-0.23464595	0.41602618	-0.11652308	-0.4821731	-0.23356183	-0.21985513	-0.048487864	-0.341432	0.4679494
-0.52986187	0.48171484	0.33039895	0.3738087	0.015310035	-0.018304855	0.41102508	0.063967	0.10925416	0.38548034	-0.47738543	0.0715324	0.04577163	-0.39083856	0.079370126	0.50264615
-0.23895042	0.063382	0.47111598	0.2297323	-0.11697885	-0.2225657	0.40631303	-0.5018921	0.20343007	0.338002	-0.6882727	-0.17844279	0.022342255	-0.12717831	0.07652921	0.24747947
-0.10999643	-0.0356315	0.16338727	-0.27682665	-0.43321064	-0.330938	0.1954353	0.03175909	0.23324566	-0.26865578	-0.19675592	-0.27109247	0.11141161	0.14953211	-0.43840912	0.28527296
0.13706468	-0.14439781	-0.72902507	-0.8204939	-0.4542039	-0.11767694	-0.35922086	0.74237055	-0.12021776	-0.95550567	0.77768016	-0.15086468	0.14388034	0.23691307	-0.9357585	0.048476264
0.12760964	-0.11198915	-0.06894488	-0.24003702	-0.004997653	0.13446647	-0.14461026	-0.0016364354	-0.027692137	-0.0117166275	0.020753043	-0.06962806	0.19560295	0.09352287	0.070114374	-0.094316356
0.090502694	0.059616216	-0.22172615	-0.094671555	0.121436216	0.28438354	-0.23730975	0.23798314	-0.09276469	0.015244434	0.2099304	0.08014642	0.2461703	0.047278862	0.037461717	-0.073994845
0.21437956	0.07149964	-0.23890612	0.13344312	0.062324226	0.17093198	-0.1340346	0.1500202	-0.2772296	0.20973068	-0.03318824	-0.0545877	0.371394	0.08554171	0.13537736	-0.1425967
-0.21495378	0.18855585	0.15111056	0.34411672	0.122473516	0.15874158	0.27857953	-0.059077393	-0.23857805	0.5008491	-0.44290802	0.09634693	0.34679332	-0.1981387	0.377558	0.23050016
-0.23054814	0.39760026	-0.30768725	0.031053478	0.1034633	0.3062757	-0.047370613	0.48219094	-0.23716098	-0.046206787	0.13850027	0.28645223	0.06317014	-0.15976816	-0.2231403	0.3287279
-0.06708496	0.13177092	0.0027667729	0.015521777	-0.15870783	-0.04771814	0.08517109	0.17679597	-0.058711063	-0.07874282	-0.16360612	-0.058504462	0.1809663	0.010557214	-0.20194905	0.1987675
0.41743043	-0.089334354	-0.3539187	0.18674695	0.2938726	0.35242322	-0.33853766	-0.28658363	-0.41052222	0.47706854	-0.122887254	0.016745327	0.54974574	0.1575409	0.386715	-0.34401047
0.26906994	-0.43812728	0.05419491	-0.097851306	-0.1233076	-0.13958718	-0.118565895	-0.51798755	-0.019431049	0.113506354	-0.33242518	-0.44474795	0.3603035	0.43539003	0.13480005	-0.2151745
